text,label
"saya ada beritahu cikgu luthfi yang luthfi is undergoing this therapy dan mintak tolong kasi feedback ada perubahan ke tidak.",1
"boleh fokus bila buat sesuatu, pandang bila bagi arahan.",2
"sebelum ini jenuh la nak bersilat dengan dia untuk potong rambut saja.",0
"doakan isa boleh bersembang ya.",2
"sebelum ini tak nak makan nasi, asyik nak bubur.",0
"jenuh dah bersilat maknya baru nak sihat.",0
"setakat ini itulah perubahan anak saya.",2
"tidur lena, dah tak berdengkur.",2
"tapi normal kan.",1
"sebelum ini selalu kata cepat lupa dan tak fokus dalam kelas.",0
"sudahnya mood kelaut kalau ditegur lagi.",0
"received child therapy here. comfortable & friendly staff.",2
"papa dia suruh saya tengok ummar kayuh basikal macam mana.",1
"doktor pakar cakap dia tak leh nak letak apa-apa untuk amsyar sebab amsyar banyak improve.",2
"sebelum ini kalau siang wajib tidur dalam buaian, kalau tak tak tidur.",0
"saya nak share perkembangan anak saya amiirah ada adhd, baru 3 kali buat terapi.",1
"maaf ustaz lambat, alhamdulillah dah masuk 3 bulan ini ada perubahan dari segi makan.",2
"sebelum ini tak nak makan nasi, asyik nak bubur.",0
"dapat nombor 1.",2
"hai kartigayen, macam mana dekat school sekarang? dah ada perkembangan ke.",1
"setelah itu, bermulalah fasa terapi balut tangan pula yang mana permulaannya memang amat mencabar untuk balut.",0
"assalamualaikum wbt.",1
"saya bagi dia mewarna sebab subjek mewarna dan melukis dia memang tak minat.",0
"sekarang senang saja nak tidur siang.",2
"hai, nak share before terapi isa mateen kelas bulan july, still tak fokus dan tak faham apa teacher minta.",0
"berharap ada lagi perkembangan positif mengikuti terapi di neurospa. 🙌❤️",2
"anak dah masuk sesi ke-7.",1
"assalamualaikum ustaz, nak share kalau tak isaac memang tak pandai nak main block ini.",0
"sedikit pengalaman saya kongsikan bersama.",1
"tak ada mengamuk-mengamuk macam biasa.",2
"personally tak nampak sangat significant changes selain daripada yang di atas.",1
"hafiy eshan hari ini masuk sesi 5.",1
"dia pun dah pandai suap sendiri carrot dan potato dalam mulut dia. 😍",2
"rawatan terapi kerja ammar di hukm harini.",1
"sujud syukur. 😭",2
"assalamualaikum ustaz, sekarang ini isaac suka kalau kita baca buku untuk dia.",2
"kalau nak tidur pun masuk jam 3–4 pagi baru nak tidur.",0
"dah boleh bagitau apa yang dia nak (contoh: channel tv yang dia nak, makanan pun sama) walaupun word bercakap tu tak banyak sangat.",2
"teruskan terapi, moga banyak lagi perubahan menyusul.",2
"jadi itu yang dia marah bila saya tak bagi.",0
"fokus makin bagus.",2
"adam khalish sekarang macam jadi penyedih.",0
"awal pagi dan nak tidur je sempat buat sebab kerja.",1
"alhamdulillah, ahmad ada improvement. ❤️💪👍",2
"rasanya yang kedua masih mencabar.",0
"sangat takut potong rambut.",0
"buat therapy sebab susah nak makan, tak nak makan langsung.",0
"parents, at least you need to go for consultation if your child shows symptoms of speech delay that may bleed to autism.",1
"yang kurang, masa urut dan balut masih perlu tengok handphone untuk duduk diam.",0
"dah boleh belajar semula walaupun tak lama.",2
"memang bab bermain amin belum pandai sangat.",0
"sebelum ini dia cakap juga lapar tapi sehari 1–2 kali saja.",1
"nanti boleh share perkembangan anak-anak di sini. ✌😁",2
"initially sebulan kami stop screen time dan hp.",1
"banyak ustaz.",2
"pergi taman dah tak melulu.",2
"komen cikgu izz di sekolah.",1
"jadi itu yang dia marah bila saya tak bagi.",0
"sedikit pengalaman saya kongsikan bersama.",1
"memang bab bermain amin belum pandai sangat.",0
"buat therapy sebab susah nak makan, tak nak makan langsung.",0
"sebelum masuk terapi merangkak pun tak boleh.",0
"komen cikgu pun berkaitan emosi dan tak boleh kawal emosi.",0
"sebelum ini semua masuk mulut.",0
"asyik nak bergerak.",0
"arahan pun dah faham bila kita suruh kemas.",2
"sebelum ini kalau siang wajib tidur dalam buaian, kalau tak tak tidur.",0
"kami bawa suffi ke therapist centre untuk check.",1
"sebelum therapy balut ini dia akan tidur lewat dalam 12:30 ke 1 pagi.",0
"lepas itu ustaz, muhammad anaqi dah takut duduk sendirian.",0
"sangat takut potong rambut.",0
"masuk minggu ketiga urutan dekat leher dengan mulut dia.",1
"limited sangat cara bermain katanya.",0
"sebelum ini allah je tahu susahnya nak bagi dia ubat sebab dia menangis dan sembur habis ubat.",0
"dari mula kenal izz di ppki dia selalu warna ikut suka hati.",0
"balutan kedua hari ini, alhamdulillah lena tidur.",2
"doktor di hukm tahu neurospa therapy lah ustaz.",1
"lepas balutan kali keempat suffi agak grumpy, tantrum tak nak dibalut.",0
"cuma pergerakkan dia masih tak boleh control.",0
"balutan kali ke-3 untuk harini. 👍",1
"sebelum ini kalau bawa pijak rumput mesti menangis kuat.",0
"walaupun masih takut-takut.",0
"hanya allah swt saja tahu perasaan itu kan.",1
"day 1-2: 1 jam. day 3: 3 jam.",1
"salam dan selamat malam.",1
"cuma masih tak nak makan nasi.",0
"sebelum ini jenuh la nak bersilat dengan dia untuk potong rambut saja.",0
"cuma susah nak dengar suara dia.",0
"cuma masih tak nak makan nasi.",0
"sepanjang 5 sesi tu adeeb tak bagi kerjasama, takut, tak ada minat untuk bermain.",0
"dia cuba sampaikan sesuatu sambil menahan sedih, kadang sampai menitis air mata.",0
"lepas balutan kali keempat suffi agak grumpy, tantrum tak nak dibalut.",0
"ye faham minggu lepas si kembar ni demam batuk.",0
"sebelum ini allah je tahu susahnya nak bagi dia ubat sebab dia menangis dan sembur habis ubat.",0
"sepanjang 5 sesi tu adeeb tak bagi kerjasama, takut, tak ada minat untuk bermain.",0
"sebelum masuk terapi merangkak pun tak boleh.",0
"sebelum ini ammar hanya boleh membaca tapi tak boleh berinteraksi dua hala dengan kami.",0
"initially sebulan kami stop screen time dan hp.",1
"so far suffi perlu tingkatkan sentence dan vocabulary.",1
"agak struggle buat urutan dalam kereta, tak nak bagi kerjasama.",1
"alhamdulillah, i am very satisfied with the therapist and service here.",2
"anak saya aqeela dah buat terapi almost 4 month.",1
"received child therapy here. comfortable & friendly staff.",2
"exam math.",1
"walaupun dah makan dua itu tetap cakap lapar lagi.",0
"sebelum ini tak pernah sekolah.",0
"setakat ini alhamdulillah.",2
"hafiy eshan hari ini masuk sesi 5.",1
"he is calmer and can listen to instructions well.",2
"yang kurang, masa urut dan balut masih perlu tengok handphone untuk duduk diam.",0
"demam pun masuk ubat supp.",1
"semua ini dapat bertahan dalam 30-40 minit, selepas itu, affan akan tak senang duduk dan suruh buka.",0
"sebelum ini pegang buku pun tak mahu.",0
"nampak lebih banyak respons apabila dipanggil berbanding sebelum ini.",2
"angkat mainan masuk dalam bakul, angkat kerusi, letak kerusi.",2
"baru 6 sesi kalau tidak silap.",1
"the second child has autism but still doesn't have tantrums anymore.",2
"rasanya yang kedua masih mencabar.",0
"yer betul.",1
"ari ini terapikan sekali kakaknya.",1
"mula-mula langsung tak bagi balut kepala masa terapi pertama.",0
"assalamualaikum.",1
"selain itu, kalau dulu susah sangat tidur malam.",0
"balutan hari ke-5.",1
"waktu tidur makin teratur.",2
"bagus tu, perubahan dari segi emosi.",2
"pengeluaran hormon akan jadi lebih stabil.",1
"salam maaf, terlepas untuk update.",1
"yea, alhamdulillah.",2
"tu yang skip lama, nak mula balik.",1
"nak makan yang dia nak saja.",0
"kalau tidak drama air mata dari awal hingga akhir.",0
"papa dia suruh saya tengok ummar kayuh basikal macam mana.",1
"hari khamis lepas, adeeb jumpa occupational therapy under hospital government.",1
"sudahnya mood kelaut kalau ditegur lagi.",0
"antara feedback yang saya dapat dari parents eren ialah:",1
"semalam saya hanya buat 1 jam untuk setiap kali pakai.",1
"kalau tak sebelum ini memang tak fokus tunjuk apa dalam buku itu, langsung tak nak tengok.",0
"hariz dah masuk sesi ke-4.",1
"berapa lama nampak improvement boleh berkomunikasi itu, puan.",1
"tidur lena dari 9 malam ke 7 pagi.",2
"sekarang saya pakai taktik balut kepala dulu saja, then 2nd round baru kepala dah tangan.",1
"buat therapy sebab susah nak makan, tak nak makan langsung.",0
"perkembangan terapi hari ini, haira tak menangis langsung masa sesi urutan dan balutan.",2
"terima kasih sangat-sangat tak sabar untuk jumpa therapy lagi next week.",2
"result sekolah agama syuhada.",1
"jika berpeluh pun sikit je, tak macam anak normal yang boleh basah kepala dan badan.",1
"anak umur 6 tahun mild autism dan gdd.",1
"salam, baru dapat terapi, baru balik dari temujanji cara kerja di hospital.",1
"alhamdulillah, harini adik eren hazriel (2 tahun) datang centre untuk terapi sesi ke-2.",2
"sekarang dia dah try makan 2-3 butir.",2
"selesai online therapy untuk aiman hakim dan habib.",1
"alhamdulillah. tahniah puan. hasil dari puan buat terapi setiap hari di rumah.",2
"cuba buka tapi kita tak bagi.",1
"terkejut tengok ammar bercakap dengan kawan-kawan sambil jalan ke kelas.",2
"selain itu, kalau dulu susah sangat tidur malam.",0
"moga jadi kekuatan untuk ibu bapa buat terapi.",2
"sujud syukur. 😭",2
"mecca lepas terapi ni banyak sangat perubahan.",2
"hari ini berjaya bagi dia pakai 3 jam untuk setiap kali pakai.",2
"syiffa'a terapi sesi pagi.",1
"sebelum ini kalau siang wajib tidur dalam buaian, kalau tak tak tidur.",0
"balutan hari ke-5.",1
"nak share perkembangan terkini anaqi.",1
"yang kurang, masa urut dan balut masih perlu tengok handphone untuk duduk diam.",0
"i've been bringing my children here since they first opened.",1
"both children have autism.",1
"walau dah bagi fon pun tak jalan.",0
"alhamdulillah untuk adam naufal sudah ada perubahan perkataan semakin jelas.",2
"alhamdulillah. 👍",2
"dah tak mengamuk kalau orang lain usik barang-barang dia.",2
"kalau tak sebelum ini memang tak fokus tunjuk apa dalam buku itu, langsung tak nak tengok.",0
"dah boleh main sama-sama ke, boleh duduk diam ke.",1
"menulis tu laju sikit dah dari sebelum ini.",2
"alhamdulillah start neuro therapy.",2
"alhamdulillah, terima kasih.",2
"ada masa sehari sekali, tengok mood.",1
"boleh terima dan faham arahan.",2
"cuba buka tapi kita tak bagi.",1
"selesai online therapy untuk aiman hakim dan habib.",1
"exam math.",1
"walaupun sedikit perkembangan tapi kami sangat-sangat bersyukur.",2
"doktor di hukm tahu neurospa therapy lah ustaz.",1
"ada juga saya nampak dia ambil buku seolah-olah dia bercerita waktu tengok buku itu macam mana saya selalu bercerita dekat dia.",2
"punya lama lah mama tunggu dia bye-bye.",1
"cuma cara bercakap kadang-kadang macam baby, tapi xpelat lagi.",0
"saya hantar isa 2 tahun occupational therapy, 2 tahun skill masih sama.",0
"dah makin faham kalau kita larang dia buat benda yang bahaya.",2
"akhir bulan april cikgu mengadu luthfi haqimi susah nak duduk di kerusi bila ada aktiviti sekolah.",0
"punya lama lah mama tunggu dia bye-bye.",1
"syukur ya allah.",2
"salam dan selamat malam.",1
"hyper dah makin berkurangan.",2
"syukur dia dah makin ok dan boleh dengar cakap cikgu.",2
"setelah itu, bermulalah fasa terapi balut tangan pula yang mana permulaannya memang amat mencabar untuk balut.",0
"hasilnya organ semua mendapat oksigen dan nutrisi yang cukup dan akan berlaku perkumuhan dan penyahintinjaan yang selesa.",1
"duduk kelas yang pertama dari 4 kelas.",2
"salam puan, nak tanya. reza ini ada nampak apa-apa perubahan yang positif tak.",1
"dulu dia tak pandai lipat lutut untuk duduk dekat gelongsor itu.",0
"assalamualaikum, ustaz.",1
"there's a lot of progress, for example, my children can now follow the correct bedtime.",2
"cuma bab makan masih lagi cerewet.",0
"sedikit pengalaman saya kongsikan bersama.",1
"syiffa'a terapi sesi pagi.",1
"sepanjang 5 sesi tu adeeb tak bagi kerjasama, takut, tak ada minat untuk bermain.",0
"cuma bab makan masih lagi cerewet.",0
"parents, at least you need to go for consultation if your child shows symptoms of speech delay that may bleed to autism.",1
"makan makin berselera.",2
"selepas buat therapy balutan ini, noah start tidur pukul 10:30 malam paling lambat.",2
"now at the infrared level.",1
"apa yang saya nampak dari segi pemakanan dan percakapan, dah ada perubahan.",2
"ariqin pulak tak mau lena sebab time demam tidur 24 jam. hihi",0
"walaupun masih takut-takut.",0
"sebelum ini tak nak makan nasi, asyik nak bubur.",0
"lepas balutan kali keempat suffi agak grumpy, tantrum tak nak dibalut.",0
"dah pandai nak melawa. 😅",2
"sebelum ini dia selalu hanya makan nasi dengan ikan, ayam dan telur dadar saja.",0
"still in progress for any signs of improvement.",1
"he is calmer and can listen to instructions well.",2
"sebelum ini saya berhentikan sekolah.",0
"cuba buka tapi kita tak bagi.",1
"tapi dari segi arahan ada yang dia boleh ikut selepas buat terapi dengan nst.",2
"sekarang dah pandai ajak adik main sama-sama.",2
"terbaik puan, hasil usaha puan buat terapi setiap hari di rumah.",2
"sekarang saya pakai taktik balut kepala dulu saja, then 2nd round baru kepala dah tangan.",1
"comment cikgu, di kelas syuhada fokus, cepat menghafal.",2
"mengamuk bila balut dan nangis yang agak kuat.",0
"dah kurang masalah texture dalam mulut. 👏🙌",2
"rendaman: 4:30 petang ke 5 petang.",1
"macam baby. alhamdulillah. 🤲🤲",2
"salam maaf, terlepas untuk update.",1
"adam khalish sekarang macam jadi penyedih.",0
"sebelum ini dia cakap juga lapar tapi sehari 1–2 kali saja.",1
"ye faham minggu lepas si kembar ni demam batuk.",0
"cuma paper cikgu ambil balik.",1
"sebelum ini ummar akan kayuh separuh saja pedal.",0
"kalau sebelum ini berkejaran dengan dia saja. 😂😂",0
"the eldest has a lot of words and can speak well.",2
"walaupun dah makan dua itu tetap cakap lapar lagi.",0
"jumpa doctor di hta around april 2023, diagnosed as autism.",1
"betul.",1
"bagusnya rayyan, duduk diam saja itu.",2
"yer betul.",1
"malam tak sempat, ingat nak balut kul 10 malam dia dah tido.",1
"sebelum ini nak potong rambut dia nangis sampai termuntah.",0
"rasanya yang kedua masih mencabar.",0
"dah ada confidence.",2
"rendaman: 4:30 petang ke 5 petang.",1
"boleh panjat spider web dah.",2
"sebelum ini kalau siang wajib tidur dalam buaian, kalau tak tak tidur.",0
"buat awal pakai ke sekolah, dah pesan kepada teacher dia minta bukakan nanti.",1
"pengeluaran hormon akan jadi lebih stabil.",1
"hai, selamat pagi. 🥰",2
"taha ahmad macam nak meniru orang cakap. tadi pun dia mintak makan, dia sebut 'akan'.",2
"lepas balutan kali keempat suffi agak grumpy, tantrum tak nak dibalut.",0
"saya perhatikan sejak buat urutan dan balutan kepala ini, anak saya hari-hari tidur siang.",2
"sebelum ini pegang buku pun tak mahu.",0
"alhamdulillah buka dari balutan pertama 1 jam semalam dah ada perubahan.",2
"salam, baru dapat terapi, baru balik dari temujanji cara kerja di hospital.",1
"nangis sampai jiran tanya.",0
"dah boleh study dengan video pendek less than 5 minutes (video academic).",2
"just finished the 16th session.",1
"kalau sebelum ini berkejaran dengan dia saja. 😂😂",0
"memang macam trauma sangat lah.",0
"alhamdulillah banyak perubahan.",2
"assalamualaikum, saya just nak share.",1
"sebelum ini kalau siang wajib tidur dalam buaian, kalau tak tak tidur.",0
"sepanjang 5 sesi tu adeeb tak bagi kerjasama, takut, tak ada minat untuk bermain.",0
"banyak lagi perkembangan yang baik-baik.",2
"limited sangat cara bermain katanya.",0
"sedikit pengalaman saya kongsikan bersama.",1
"terkejut sangat.",1
"harini first time lepas dia rendam air garam, dia cirit sampai tak sempat ke toilet.",0
"alhamdulillah emir gunting rambut dah tak perlu riba.",2
"setelah itu, bermulalah fasa terapi balut tangan pula yang mana permulaannya memang amat mencabar untuk balut.",0
"semakin ringan mulut untuk belajar bercakap.",2
"rasanya yang kedua masih mencabar.",0
"malam jam 9 dah tidur.",2
"ini hasil dari konsistensi terapi di rumah, tahniah puan. 💪💪",2
"sebelum ini dia langsung tak pandai dan tak berani main swing, melompat dan bergayut.",0
"sudahnya tak lama lagi mahu spm.",1
"sudahnya mood kelaut kalau ditegur lagi.",0
"assalamualaikum ustaz, saya khairul ayah kepada eewan.",1
"day 1-2: 1 jam. day 3: 3 jam.",1
"mula-mula langsung tak bagi balut kepala masa terapi pertama.",0
"ada masa sehari sekali, tengok mood.",1
"sangat takut potong rambut.",0
"emir mubarak. maaf jarang kongsi gambar.",1
"saya sangat kecewa dan sedih hari ini",0
"saya rasa tertekan dan tak tahu nak buat apa",0
"anak saya menangis sepanjang hari",0
"saya rasa putus asa dengan keadaan ini",0
"hari ini sangat susah untuk saya",0
"saya tak cukup tidur dan rasa sangat letih",0
"anak saya tantrum teruk pagi tadi",0
"saya rasa risau sangat tentang masa depan",0
"anak saya masih tak nak makan langsung",0
"saya rasa macam nak give up dah",0
"anak saya sakit dan saya risau",0
"saya rasa sunyi dan keseorangan",0
"keadaan semakin teruk dari hari ke hari",0
"saya tak tahu macam mana nak hadapi ini",0
"anak saya melawan dan menjerit",0
"saya rasa sangat bersalah",0
"hari ni amat memenatkan",0
"saya tak nampak apa-apa perubahan positif",0
"anak saya masih tak boleh bercakap",0
"saya rasa down sangat hari ini",0
"anak saya mengamuk tak terkawal",0
"saya rasa lemah dan tak bermaya",0
"keadaan rumah sangat tegang",0
"saya risau anak saya tak akan sembuh",0
"hari ini amat teruk",0
"saya rasa sangat letih dan penat",0
"anak saya menangis tanpa henti",0
"saya tak tau nak buat apa dah",0
"saya rasa sangat kecewa dengan diri sendiri",0
"anak saya masih meragam dan menjerit",0
"saya rasa macam gagal sebagai ibu bapa",0
"keadaan bertambah buruk",0
"saya rasa sangat tertekan dan cemas",0
"anak saya tak mahu makan langsung",0
"saya rasa down dan tak bersemangat",0
"hari ini amat mencabar",0
"saya rasa hilang harapan",0
"anak saya masih tak boleh tidur",0
"saya rasa sangat bimbang",0
"keadaan ini sangat menyakitkan",0
"anak saya masih merajuk dan marah",0
"saya rasa terperangkap",0
"anak saya tak mahu dengar cakap",0
"saya rasa sangat terhina",0
"hari ni lagi teruk dari semalam",0
"saya rasa macam nak menangis",0
"anak saya semakin agresif",0
"saya rasa sangat stress",0
"anak saya tak mahu sekolah",0
"saya rasa sangat takut",0
"keadaan di rumah semakin teruk",0
"saya rasa sangat sedih dan kecewa",0
"anak saya menangis kuat malam tadi",0
"saya rasa macam dah tak mampu",0
"hari ni sangat susah nak handle anak",0
"saya rasa sangat tertekan dengan semua ini",0
"anak saya masih belum menunjukkan perubahan",0
"saya rasa kecewa dengan progress yang lambat",0
"keadaan ini buat saya stress",0
"saya rasa sangat risau tentang anak saya",0
"anak saya masih tak boleh fokus",0
"saya rasa macam nak give up",0
"hari ini sangat meletihkan",0
"saya rasa sedih sangat",0
"anak saya meragam sepanjang hari",0
"saya rasa macam tak boleh handle lagi",0
"keadaan semakin teruk setiap hari",0
"saya rasa sangat bimbang tentang masa depan",0
"anak saya masih tak mahu makan",0
"saya rasa sangat kecewa",0
"hari ni amat mencabar untuk saya",0
"saya rasa macam nak menangis setiap hari",0
"anak saya makin teruk",0
"saya rasa sangat tertekan dan risau",0
"anak saya masih belum pulih",0
"saya rasa macam dah hilang harapan",0
"hari ini amat memenatkan jiwa",0
"saya rasa sangat sedih dan hampa",0
"anak saya masih meragam",0
"saya rasa macam tak mampu lagi",0
"keadaan ini sangat menyusahkan",0
"saya rasa sangat bimbang dan risau",0
"anak saya masih tak mahu dengar cakap",0
"saya rasa sangat kecewa dengan keadaan ini",0
"hari ni lagi teruk dari sebelum ni",0
"saya rasa macam nak putus asa",0
"anak saya semakin sukar dikawal",0
"saya rasa sangat penat dan letih",0
"anak saya masih tak boleh tidur malam",0
"saya rasa macam dah tak tahan",0
"keadaan ini buat saya stress sangat",0
"saya rasa sangat sedih",0
"anak saya menangis setiap malam",0
"saya rasa macam nak lari dari semua ni",0
"hari ini amat sukar untuk saya",0
"saya rasa sangat kecewa dan marah",0
"anak saya masih belum ada perubahan",0
"saya rasa macam dah tak tahu apa nak buat",0
"keadaan semakin hari semakin buruk",0
"saya rasa sangat tertekan",0
"anak saya semakin teruk dari sebelum",0
"saya rasa macam nak give up dah",0
"hari ni sangat mencabar emosi",0
"saya rasa kecewa sangat",0
"anak saya masih merajuk",0
"saya rasa macam tak ada harapan",0
"anak saya masih tak mahu kerjasama",0
"saya rasa sangat sedih dan kecewa",0
"hari ini amat memenatkan",0
"saya rasa macam dah tak ada tenaga",0
"anak saya semakin sukar",0
"saya rasa sangat risau",0
"keadaan ini sangat menekan",0
"anak saya masih belum pulih sepenuhnya",0
"saya rasa sangat tertekan dan cemas",0
"hari ni lebih teruk dari semalam",0
"saya rasa macam nak menangis",0
"anak saya masih meragam dan menjerit",0
"saya rasa sangat kecewa",0
"anak saya masih tak mahu makan",0
"saya rasa macam dah tak mampu",0
"hari ini amat susah",0
"saya rasa sangat sedih",0
"anak saya menangis kuat",0
"saya rasa macam nak putus asa",0
"keadaan ini sangat menyakitkan hati",0
"saya rasa sangat bimbang",0
"anak saya masih tak boleh bercakap",0
"saya rasa macam dah hilang semangat",0
"hari ini sangat tertekan",0
"saya rasa kecewa sangat",0
"anak saya masih merajuk",0
"saya rasa macam tak ada harapan",0
"anak saya masih tak mahu kerjasama",0
"saya rasa sangat sedih dan kecewa",0
"hari ini amat memenatkan",0
"saya rasa macam dah tak ada tenaga",0
"anak saya semakin sukar",0
"saya rasa sangat risau",0
"keadaan ini sangat menekan",0
"anak saya masih belum pulih sepenuhnya",0
"saya rasa sangat tertekan dan cemas",0
"hari ni lebih teruk dari semalam",0
"saya rasa macam nak menangis",0
"anak saya masih meragam dan menjerit",0
"saya rasa sangat kecewa",0
"anak saya masih tak mahu makan",0
"saya rasa macam dah tak mampu",0
"hari ini amat susah",0
"saya rasa sangat sedih",0
"anak saya menangis kuat",0
"saya rasa macam nak putus asa",0
"keadaan ini sangat menyakitkan hati",0
"saya rasa sangat bimbang",0
"anak saya masih tak boleh bercakap",0
"saya rasa macam dah hilang semangat",0
"hari ini sangat tertekan",0
"saya rasa gembira hari ini",2
"saya sangat seronok",2
"alhamdulillah, semuanya baik",2
"hari ini sangat bagus",2
"saya rasa happy sangat",2
"terima kasih semua",2
"saya suka dengan perkembangan ini",2
"perasaan saya sangat gembira",2
"saya rasa ceria hari ini",2
"sangat menggembirakan",2
"saya berasa seronok",2
"ini berita baik",2
"saya sangat bersyukur",2
"alhamdulillah, syukur",2
"hati saya rasa tenang",2
"saya rasa lega",2
"saya sangat berpuas hati",2
"terbaik lah",2
"memang best",2
"saya rasa sangat bertuah",2
"hari ini penuh dengan kebahagiaan",2
"saya rasa sangat bersemangat",2
"alhamdulillah untuk segala nikmat",2
"saya sangat berterima kasih",2
"saya rasa sangat dihargai",2
"saya rasa sangat bertuah",2
"hari ini sangat ceria",2
"saya rasa sangat gembira dan bersyukur",2
"saya sangat teruja",2
"saya rasa sangat bangga",2
"saya rasa sangat lega dan tenang",2
"hidup saya semakin baik",2
"saya rasa sangat beruntung",2
"saya rasa sangat bahagia",2
"alhamdulillah, semuanya berjalan lancar",2
"saya rasa sangat gembira hari ini",2
"saya sangat suka dengan ini",2
"ini adalah hari yang baik",2
"saya rasa sangat puas",2
"saya rasa sangat terinspirasi",2
"hari ini sangat indah",2
"saya rasa sangat bertenaga",2
"saya rasa sangat positif",2
"saya rasa sangat ceria dan gembira",2
"alhamdulillah, hidup semakin baik",2
"saya rasa sangat bersyukur dengan semua ini",2
"saya sangat berterima kasih kepada semua",2
"ini adalah pencapaian yang baik",2
"saya rasa sangat bangga dengan diri saya",2
"saya rasa sangat lega dan bahagia",2
"saya sangat teruja dengan ini",2
"alhamdulillah, semua berjalan lancar",2
"saya rasa sangat gembira dan bersemangat",2
"saya sangat suka dengan perkembangan anak saya",2
"saya rasa sangat beruntung mempunyai keluarga ini",2
"alhamdulillah, hari ini sangat baik",2
"saya rasa sangat ceria dan penuh harapan",2
"saya sangat berterima kasih atas sokongan semua",2
"saya rasa sangat bersyukur dengan kehidupan ini",2
"saya sangat gembira melihat anak saya berkembang",2
"alhamdulillah, segala usaha membuahkan hasil",2
"saya rasa sangat bahagia dan tenang",2
"saya sangat seronok dengan sesi terapi hari ini",2
"saya rasa sangat positif tentang masa depan",2
"alhamdulillah, anak saya semakin baik",2
"saya sangat berterima kasih kepada doktor",2
"hari ini sangat menggembirakan",2
"saya rasa sangat lega dengan kemajuan anak saya",2
"saya sangat gembira dengan hasil terapi",2
"alhamdulillah, semuanya berjalan dengan baik",2
"saya rasa sangat bersemangat untuk hari ini",2
"saya sangat suka dengan cara terapi ini",2
"saya rasa sangat beruntung mendapat sokongan semua",2
"alhamdulillah, hidup saya semakin cerah",2
"saya rasa sangat bahagia dan bersyukur",2
"saya sangat teruja untuk melihat perkembangan anak saya",2
"saya rasa sangat ceria dan optimis",2
"alhamdulillah, kemajuan anak saya sangat memberangsangkan",2
"saya rasa sangat gembira dengan semua ini",2
"saya sangat berterima kasih kepada semua yang membantu",2
"saya rasa sangat bersyukur dengan kemajuan ini",2
"alhamdulillah, hari ini sangat bermakna",2
"saya rasa sangat bahagia dengan keluarga saya",2
"saya sangat suka melihat anak saya tersenyum",2
"saya rasa sangat positif dan bertenaga",2
"alhamdulillah, semua berjalan mengikut perancangan",2
"saya rasa sangat gembira dan lega",2
"saya sangat terinspirasi untuk teruskan usaha",2
"saya rasa sangat bersyukur dengan bantuan yang diberikan",2
"alhamdulillah, semuanya menjadi lebih baik",2
"saya rasa sangat ceria dan bersemangat",2
"saya sangat gembira dengan perkembangan yang positif",2
"saya rasa sangat beruntung dan bahagia",2
"alhamdulillah, saya bersyukur dengan semua yang ada",2
"saya rasa sangat berterima kasih kepada pasukan terapi",2
"saya sangat seronok dengan kemajuan anak saya",2
"saya rasa sangat gembira dan tenang",2
"alhamdulillah, hari ini adalah hari yang baik",2
"saya rasa sangat positif tentang semua ini",2
"saya sangat suka melihat anak saya gembira",2
"saya rasa sangat bersemangat untuk teruskan usaha",2
"alhamdulillah, syukur atas segala nikmat",2
"saya rasa sangat bahagia dengan kemajuan ini",2
"saya sangat berterima kasih kepada semua yang menyokong",2
"saya rasa sangat gembira dan bersyukur",2
"alhamdulillah, anak saya semakin aktif",2
"saya rasa sangat ceria hari ini",2
"saya sangat suka dengan perkembangan yang berlaku",2
"saya rasa sangat beruntung dan gembira",2
"alhamdulillah, semua berjalan lancar",2
"saya rasa sangat positif dan optimis",2
"saya sangat seronok dengan sesi hari ini",2
"saya rasa sangat bersyukur dan bahagia",2
"alhamdulillah, kemajuan anak saya sangat ketara",2
"saya rasa sangat gembira dengan semua ini",2
"saya sangat berterima kasih kepada doktor",2
"saya rasa sangat lega dan tenang",2
"alhamdulillah, hari ini sangat bermanfaat",2
"saya gembira sangat",2
"hati saya sangat senang",2
"perasaan saya sangat baik",2
"saya rasa seperti di awan",2
"hari ini penuh kebahagiaan",2
"saya sangat bertuah",2
"kehidupan saya sangat baik",2
"saya rasa amat gembira",2
"alhamdulillah, syukur sangat",2
"saya lega dan bahagia",2
"saya berasa sangat ceria",2
"saya sangat suka",2
"saya rasa bangga",2
"saya merasa sangat puas",2
"perubahan sangat positif",2
"anak saya tersenyum",2
"saya lihat kemajuan yang baik",2
"saya bersyukur sangat",2
"hari ini cerah dan gembira",2
"saya rasa penuh tenaga",2
"saya rasa penuh harapan",2
"saya optimis dengan masa depan",2
"saya bersyukur setiap hari",2
"saya bahagia di hati",2
"semuanya baik-baik",2
"hidup saya semakin cerah",2
"saya rasa sangat berterima kasih",2
"saya rasa seperti menang",2
"saya rasa sangat baik hari ini",2
"perasaan saya sangat positif",2
"saya amat bersyukur",2
"alhamdulillah, semuanya baik",2
"saya rasa ceria",2
"saya senang hati",2
"saya suka dengan ini",2
"saya sangat gembira",2
"saya berasa lega",2
"saya happy",2
"saya seronok",2
"bestnya hari ini",2
"saya rasa sempurna",2
"saya berasa bertuah",2
"saya sangat bangga dengan anak saya",2
"alhamdulillah, saya bersyukur",2
"saya rasa amat baik",2
"hari ini sangat menggembirakan",2
"saya rasa puas hati",2
"saya sangat beruntung",2
"perubahan ini sangat baik",2
